source_row_number,source_sheet_name,Unnamed: 2,pinyin,MC (NWH),MC (B&S),GSR,漢語大字典,廣韻,Unnamed: 9,normalized_character,normalized_pinyin,normalized_mc_nwh,normalized_mc_bs,normalized_gsr,normalized_hanyu_dazidian,normalized_guangyun
2615,Feuil1,雌,ci2,tshie,tshje,0358f,64098.180,048.53,6,雌,ci2,tshie,tshje,0358f,64098.180,048.53
2616,Feuil1,䳄,ci2,tshie,tshje,0358g,74629.080,,0,䳄,ci2,tshie,tshje,0358g,74629.080,
2617,Feuil1,泚,ci3,tsheyX,tshejX,0358h,31606.010,244.01 269.38,13,泚,ci3,tsheyX,tshejX,0358h,31606.010,244.01 269.38
2618,Feuil1,泚,ci3,tshieX,tshjeX,0358h,31606.010,244.01 269.38,13,泚,ci3,tshieX,tshjeX,0358h,31606.010,244.01 269.38
2619,Feuil1,玼,ci3,tsheyX,tshejX,0358i,21110.100,046.31 243.46 269.39,20,玼,ci3,tsheyX,tshejX,0358i,21110.100,046.31 243.46 269.39
2620,Feuil1,玼,ci3,tshieX,tshjeX,0358i,21110.100,046.31 243.46 269.39,20,玼,ci3,tshieX,tshjeX,0358i,21110.100,046.31 243.46 269.39
2621,Feuil1,紫,zi3,tsieX,tsjeX,0358j,53392.120,245.45,6,紫,zi3,tsieX,tsjeX,0358j,53392.120,245.45
2622,Feuil1,訾,zi1,tsie,tsje,0358k,63963.110,046.42 246.02,13,訾,zi1,tsie,tsje,0358k,63963.110,046.42 246.02
2623,Feuil1,訾,zi3,tsieX,tsjeX,0358k,63963.110,046.42 246.02,13,訾,zi3,tsieX,tsjeX,0358k,63963.110,046.42 246.02
2624,Feuil1,訾,zi3,zie,zje,0358k,63963.110,046.42 246.02,13,訾,zi3,zie,zje,0358k,63963.110,046.42 246.02
2625,Feuil1,訿,zi1,tsie,tsje,0358l,63963.100,246.01,6,訿,zi1,tsie,tsje,0358l,63963.100,246.01
2626,Feuil1,訿,zi3,tsieX,tsjeX,0358l,63963.100,246.01,6,訿,zi3,tsieX,tsjeX,0358l,63963.100,246.01
2627,Feuil1,訿,ci2?,zie,zje,0358l,63963.100,246.01,6,訿,ci2?,zie,zje,0358l,63963.100,246.01
2628,Feuil1,貲,zi1,tsie,tsje,0358m,63638.090,046.37,6,貲,zi1,tsie,tsje,0358m,63638.090,046.37
2629,Feuil1,髭,zi1,tsie,tsje,0358n,74524.040,,0,髭,zi1,tsie,tsje,0358n,74524.040,
2630,Feuil1,頿,zi1,tsie,tsje,0358o,74383.030,046.38,6,頿,zi1,tsie,tsje,0358o,74383.030,046.38
2631,Feuil1,疵,ci1,dzie,dzje,0358p,42671.040,046.29,6,疵,ci1,dzie,dzje,0358p,42671.040,046.29
2632,Feuil1,骴,ci1,dzie,dzje,0358q,74410.140,046.30,6,骴,ci1,dzie,dzje,0358q,74410.140,046.30
2633,Feuil1,骴,ci1,dzieH,dzjeH,0358q,74410.140,046.30,6,骴,ci1,dzieH,dzjeH,0358q,74410.140,046.30
2634,Feuil1,胔,zi4,dzieH,dzjeH,0358r,52932.060,046.34 348.11,13,胔,zi4,dzieH,dzjeH,0358r,52932.060,046.34 348.11
2635,Feuil1,眥,zi4,dzeyH,dzejH,0358s,42485.100,348.05 371.20,13,眥,zi4,dzeyH,dzejH,0358s,42485.100,348.05 371.20
2636,Feuil1,眥,zi4,dzieH,dzjeH,0358s,42485.100,348.05 371.20,13,眥,zi4,dzieH,dzjeH,0358s,42485.100,348.05 371.20
2637,Feuil1,觜,zi1,tsie,tsje,0358t,63924.020,046.52 050.08 243.37,20,觜,zi1,tsie,tsje,0358t,63924.020,046.52 050.08 243.37
2638,Feuil1,觜,zui3,tsiwe,tsjwe,0358t,63924.020,046.52 050.08 243.37,20,觜,zui3,tsiwe,tsjwe,0358t,63924.020,046.52 050.08 243.37
2639,Feuil1,㧘,zi4,dẓea,dzrea,0358u,31863.060,093.34 347.23 348.07,20,㧘,zi4,dẓea,dzrea,0358u,31863.060,093.34 347.23 348.07
2640,Feuil1,祡,chai2,dẓea,dzrea,0358v,42396.070,093.31,6,祡,chai2,dẓea,dzrea,0358v,42396.070,093.31
2641,Feuil1,柴,zi4,dzieH,dzjeH,0358x,21197.110,093.30,6,柴,zi4,dzieH,dzjeH,0358x,21197.110,093.30
2642,Feuil1,柴,chai2,dẓea,dzrea,0358x,21197.110,093.30,6,柴,chai2,dẓea,dzrea,0358x,21197.110,093.30
2643,Feuil1,柴,zi4,tsieH,tsjeH,0358x,21197.110,093.30,6,柴,zi4,tsieH,tsjeH,0358x,21197.110,093.30
2644,Feuil1,爾,er3,neyX,nejX,0359a,10027.010,245.10,6,爾,er3,neyX,nejX,0359a,10027.010,245.10
2645,Feuil1,爾,er3,ñieX,nyeX,0359a,10027.010,245.10,6,爾,er3,ñieX,nyeX,0359a,10027.010,245.10
2646,Feuil1,邇,er3,ñieX,nyeX,0359c,63891.110,245.12,6,邇,er3,ñieX,nyeX,0359c,63891.110,245.12
2647,Feuil1,嬭,nai3,neyX,nejX,0359d,21086.020,269.24 270.49,13,嬭,nai3,neyX,nejX,0359d,21086.020,269.24 270.49
2648,Feuil1,濔,ni3,neyX,nejX,0359g,31766.080,245.16,6,濔,ni3,neyX,nejX,0359g,31766.080,245.16
2649,Feuil1,禰,ni3,neyX,nejX,0359h,42411.010,269.23,6,禰,ni3,neyX,nejX,0359h,42411.010,269.23
2650,Feuil1,薾,er3,net,net,0359i,53311.050,269.32,6,薾,er3,net,net,0359i,53311.050,269.32
2651,Feuil1,璽,xi3,sieX,sjeX,0359j,21144.050,244.20,6,璽,xi3,sieX,sjeX,0359j,21144.050,244.20
2652,Feuil1,𤣔,xian3,sienX,sjenX,0359k,21378.120,290.22,6,𤣔,xian3,sienX,sjenX,0359k,21378.120,290.22
2653,Feuil1,獮,xian3,sienX,sjenX,0359l,21374.020,290.21,6,獮,xian3,sienX,sjenX,0359l,21374.020,290.21
2654,Feuil1,彌,mi2,myie,mjie,0359m,21004.030,048.36,6,彌,mi2,myie,mjie,0359m,21004.030,048.36
2655,Feuil1,彌,mi2,myieX,mjieX,0359m,21004.030,048.36,6,彌,mi2,myieX,mjieX,0359m,21004.030,048.36
2656,Feuil1,瀰,mi3,meyX,mejX,0359o,31791.030,048.52 245.17 269.29,20,瀰,mi3,meyX,mejX,0359o,31791.030,048.52 245.17 269.29
2657,Feuil1,瀰,mi2,myie,mjie,0359o,31791.030,048.52 245.17 269.29,20,瀰,mi2,myie,mjie,0359o,31791.030,048.52 245.17 269.29
2658,Feuil1,瀰,mi3,myieX,mjieX,0359o,31791.030,048.52 245.17 269.29,20,瀰,mi3,myieX,mjieX,0359o,31791.030,048.52 245.17 269.29
2659,Feuil1,弭,mi3,myieX,mjieX,0360a,20995.030,245.15,6,弭,mi3,myieX,mjieX,0360a,20995.030,245.15
2660,Feuil1,渳,mi3,myieX,mjieX,0360d,31690.010,245.14,6,渳,mi3,myieX,mjieX,0360d,31690.010,245.14
2661,Feuil1,麛,mi2,mey,mej,0360e,74734.180,091.27,6,麛,mi2,mey,mej,0360e,74734.180,091.27
2662,Feuil1,天,tian1,then,then,0361a,10522.010,133.14,6,天,tian1,then,then,0361a,10522.010,133.14
2663,Feuil1,吞,tun1,then,then,0361d,10585.040,120.33 133.18,13,吞,tun1,then,then,0361d,10585.040,120.33 133.18
2664,Feuil1,吞,tun1,thon,thon,0361d,10585.040,120.33 133.18,13,吞,tun1,thən,thon,0361d,10585.040,120.33 133.18
2665,Feuil1,田,tian2,den,den,0362a,42524.010,134.25,6,田,tian2,den,den,0362a,42524.010,134.25
2666,Feuil1,田,tian2,denH,denH,0362a,42524.010,134.25,6,田,tian2,denH,denH,0362a,42524.010,134.25
2667,Feuil1,佃,tian2,den,den,0362d,10133.030,134.26 407.33,13,佃,tian2,den,den,0362d,10133.030,134.26 407.33
2668,Feuil1,佃,dian4,denH,denH,0362d,10133.030,134.26 407.33,13,佃,dian4,denH,denH,0362d,10133.030,134.26 407.33
2669,Feuil1,畋,tian2,den,den,0362e,42533.090,134.27 407.29,13,畋,tian2,den,den,0362e,42533.090,134.27 407.29
2670,Feuil1,畋,dian4,denH,denH,0362e,42533.090,134.27 407.29,13,畋,dian4,denH,denH,0362e,42533.090,134.27 407.29
2671,Feuil1,甸,dian4,denH,denH,0362g,42528.080,407.32,6,甸,dian4,denH,denH,0362g,42528.080,407.32
2672,Feuil1,甸,sheng4,jiṅH,dzyingH,0362g,42528.080,407.32,6,甸,sheng4,jiṅH,dzyingH,0362g,42528.080,407.32
2673,Feuil1,奠,dian4,deṅ,deng,0363a,10546.060,407.28,6,奠,dian4,deṅ,deng,0363a,10546.060,407.28
2674,Feuil1,奠,dian4,deṅH,dengH,0363a,10546.060,407.28,6,奠,dian4,deṅH,dengH,0363a,10546.060,407.28
2675,Feuil1,奠,dian4,denH,denH,0363a,10546.060,407.28,6,奠,dian4,denH,denH,0363a,10546.060,407.28
2676,Feuil1,鄭,zheng4,ḍieṅH,drjengH,0363e,63798.010,430.41,6,鄭,zheng4,ḍieṅH,drjengH,0363e,63798.010,430.41
2677,Feuil1,躑,zhi2,ḍiek,drjek,0363f,63746.030,518.36,6,躑,zhi2,ḍiek,drjek,0363f,63746.030,518.36
2678,Feuil1,年,nian2,nen,nen,0364a,10037.060,134.45,6,年,nian2,nen,nen,0364a,10037.060,134.45
2679,Feuil1,千,qian1,tshen,tshen,0365a,10059.010,132.11,6,千,qian1,tshen,tshen,0365a,10059.010,132.11
2680,Feuil1,阡,qian1,tshen,tshen,0365e,64115.090,132.13,6,阡,qian1,tshen,tshen,0365e,64115.090,132.13
2681,Feuil1,芊,qian1,tshen,tshen,0365f,53175.050,132.16 406.38,13,芊,qian1,tshen,tshen,0365f,53175.050,132.16 406.38
2682,Feuil1,玄,xuan2,ḫwen,hwen,0366a,10280.030,136.27,6,玄,xuan2,ḫwen,hwen,0366a,10280.030,136.27
2683,Feuil1,泫,xuan4,ḫwenX,hwenX,0366c,31593.030,289.45,6,泫,xuan4,ḫwenX,hwenX,0366c,31593.030,289.45
2684,Feuil1,眩,xuan4,ḫwen,hwen,0366d,42482.030,136.30 407.03,13,眩,xuan4,ḫwen,hwen,0366d,42482.030,136.30 407.03
2685,Feuil1,眩,xuan4,ḫwenH,hwenH,0366d,42482.030,136.30 407.03,13,眩,xuan4,ḫwenH,hwenH,0366d,42482.030,136.30 407.03
2686,Feuil1,鉉,xuan4,ḫwenX,hwenX,0366e,64190.130,289.46,6,鉉,xuan4,ḫwenX,hwenX,0366e,64190.130,289.46
2687,Feuil1,弦,xian2,ḫen,hen,0366f,20993.070,133.39,6,弦,xian2,ḫen,hen,0366f,20993.070,133.39
2688,Feuil1,絃,xian2,ḫen,hen,0366g,53385.060,133.40 406.47,13,絃,xian2,ḫen,hen,0366g,53385.060,133.40 406.47
2689,Feuil1,絃,xuan4,hwenH,xwenH,0366g,53385.060,133.40 406.47,13,絃,xuan4,hwenH,xwenH,0366g,53385.060,133.40 406.47
2690,Feuil1,炫,xuan4,ḫwenH,hwenH,0366h,32197.010,407.04,6,炫,xuan4,ḫwenH,hwenH,0366h,32197.010,407.04
2691,Feuil1,蚿,xian2,ḫen,hen,0366i,42845.040,133.43,6,蚿,xian2,ḫen,hen,0366i,42845.040,133.43
2692,Feuil1,衒,xuan4,ḫwenH,hwenH,0366j,20831.080,407.05,6,衒,xuan4,ḫwenH,hwenH,0366j,20831.080,407.05
2693,Feuil1,牽,qian1,khen,khen,0366k,31811.110,135.12 408.02,13,牽,qian1,khen,khen,0366k,31811.110,135.12 408.02
2694,Feuil1,鮌,gun3,kwonX,kwonX,0366l,74683.060,,0,鮌,gun3,kwənX,kwonX,0366l,74683.060,
2695,Feuil1,誸,xuan2,ḫen,hen,0366m,63993.100,,0,誸,xuan2,ḫen,hen,0366m,63993.100,
2696,Feuil1,淵,yuan1,qwen,'wen,0367a,31681.010,135.48,6,淵,yuan1,qwen,'wen,0367a,31681.010,135.48
2697,Feuil1,婣,yin1,qyin,'jin,0367d,21066.190,101.50,6,婣,yin1,qyin,'jin,0367d,21066.190,101.50
2698,Feuil1,臤,qian1,ḫen,hen,0368a,42802.010,123.28 129.30 133.38 393.23,27,臤,qian1,ḫen,hen,0368a,42802.010,123.28 129.30 133.38 393.23
2699,Feuil1,臤,qian1,khanH,khanH,0368a,42802.010,123.28 129.30 133.38 393.23,27,臤,qian1,khanH,khanH,0368a,42802.010,123.28 129.30 133.38 393.23
2700,Feuil1,臤,qian1,khean,khean,0368a,42802.010,123.28 129.30 133.38 393.23,27,臤,qian1,khean,khean,0368a,42802.010,123.28 129.30 133.38 393.23
2701,Feuil1,臤,qian1,kheaṅ,kheang,0368a,42802.010,123.28 129.30 133.38 393.23,27,臤,qian1,kheaṅ,kheang,0368a,42802.010,123.28 129.30 133.38 393.23
2702,Feuil1,臤,qian1,khyinH,khjinH,0368a,42802.010,123.28 129.30 133.38 393.23,27,臤,qian1,khyinH,khjinH,0368a,42802.010,123.28 129.30 133.38 393.23
2703,Feuil1,堅,jian1,ken,ken,0368c,10451.040,089.39 133.20,13,堅,jian1,ken,ken,0368c,10451.040,089.39 133.20
2704,Feuil1,掔,qian1,khen,khen,0368d,31889.010,129.27 135.18,13,掔,qian1,khen,khen,0368d,31889.010,129.27 135.18
2705,Feuil1,賢,xian2,ḫen,hen,0368e,63646.060,133.37,6,賢,xian2,ḫen,hen,0368e,63646.060,133.37
2706,Feuil1,賢,xian2,ḫenH,henH,0368e,63646.060,133.37,6,賢,xian2,ḫenH,henH,0368e,63646.060,133.37
2707,Feuil1,緊,jin3,kyinX,kjinX,0368g,53410.080,276.04,6,緊,jin3,kyinX,kjinX,0368g,53410.080,276.04
2708,Feuil1,腎,shen4,jinX,dzyinX,0368h,32086.040,275.28,6,腎,shen4,jinX,dzyinX,0368h,32086.040,275.28
2709,Feuil1,矜,qin2,gin,gin,0369a,42764.060,200.10,6,矜,qin2,gin,gin,0369a,42764.060,200.10
2710,Feuil1,矜,jin1,kiṅ,king,0369a,42764.060,200.10,6,矜,jin1,kiṅ,king,0369a,42764.060,200.10
2711,Feuil1,因,yin1,qyin,'jin,0370a,10711.090,101.33,6,因,yin1,qyin,'jin,0370a,10711.090,101.33
2712,Feuil1,茵,yin1,qyin,'jin,0370d,53204.040,101.34,6,茵,yin1,qyin,'jin,0370d,53204.040,101.34
2713,Feuil1,絪,yin1,qyin,'jin,0370e,53393.020,101.43,6,絪,yin1,qyin,'jin,0370e,53393.020,101.43
2714,Feuil1,姻,yin1,qyin,'jin,0370f,21044.080,101.49,6,姻,yin1,qyin,'jin,0370f,21044.080,101.49
2715,Feuil1,駰,yin1,qin,'in,0370g,74553.090,101.39 106.12,13,駰,yin1,qin,'in,0370g,74553.090,101.39 106.12
2716,Feuil1,駰,yin1,qyin,'jin,0370g,74553.090,101.39 106.12,13,駰,yin1,qyin,'jin,0370g,74553.090,101.39 106.12
2717,Feuil1,咽,yan1,qen,'en,0370h,10616.020,134.10 408.27 495.35,20,咽,yan1,qen,'en,0370h,10616.020,134.10 408.27 495.35
2718,Feuil1,咽,yan4,qenH,'enH,0370h,10616.020,134.10 408.27 495.35,20,咽,yan4,qenH,'enH,0370h,10616.020,134.10 408.27 495.35
2719,Feuil1,咽,yin1,qin,'in,0370h,10616.020,134.10 408.27 495.35,20,咽,yin1,qin,'in,0370h,10616.020,134.10 408.27 495.35
2720,Feuil1,咽,yuan1,qwen,'wen,0370h,10616.020,134.10 408.27 495.35,20,咽,yuan1,qwen,'wen,0370h,10616.020,134.10 408.27 495.35
2721,Feuil1,烟,yan1,qen,'en,0370i,32199.120,101.41 134.06,13,烟,yan1,qen,'en,0370i,32199.120,101.41 134.06
2722,Feuil1,恩,en1,qon,'on,0370j,42290.180,120.30,6,恩,en1,qən,'on,0370j,42290.180,120.30
2723,Feuil1,引,yin3,yinX,yinX,0371a,20988.050,276.32 392.29,13,引,yin3,yinX,yinX,0371a,20988.050,276.32 392.29
2724,Feuil1,靷,yin3,yinH,yinH,0371b,74329.020,276.45 392.28,13,靷,yin3,yinH,yinH,0371b,74329.020,276.45 392.28
2725,Feuil1,蚓,yin3,yinX,yinX,0371c,42841.020,276.34,6,蚓,yin3,yinX,yinX,0371c,42841.020,276.34
2726,Feuil1,紖,zhen4,ḍinX,drinX,0371d,53377.050,275.48,6,紖,zhen4,ḍinX,drinX,0371d,53377.050,275.48
2727,Feuil1,絼,zhen4,ḍinX,drinX,0372a,53406.030,,0,絼,zhen4,ḍinX,drinX,0372a,53406.030,
2728,Feuil1,陳,chen2,ḍin,drin,0373a,64136.010,104.03 393.11,13,陳,chen2,ḍin,drin,0373a,64136.010,104.03 393.11
2729,Feuil1,陳,zhen4,ḍinH,drinH,0373a,64136.010,104.03 393.11,13,陳,zhen4,ḍinH,drinH,0373a,64136.010,104.03 393.11
2730,Feuil1,敶,chen2,ḍin,drin,0373d,21472.100,104.04 393.10,13,敶,chen2,ḍin,drin,0373d,21472.100,104.04 393.10
2731,Feuil1,敶,zhen4,ḍinH,drinH,0373d,21472.100,104.04 393.10,13,敶,zhen4,ḍinH,drinH,0373d,21472.100,104.04 393.10
2732,Feuil1,陣,zhen4,ḍinH,drinH,0373f,64129.070,393.12,6,陣,zhen4,ḍinH,drinH,0373f,64129.070,393.12
2733,Feuil1,螴,chen2,ḍin,drin,0373g,42888.070,,0,螴,chen2,ḍin,drin,0373g,42888.070,
2734,Feuil1,塵,chen2,ḍin,drin,0374a,10482.030,104.07,6,塵,chen2,ḍin,drin,0374a,10482.030,104.07
2735,Feuil1,真,zhen1,cin,tsyin,0375a,10249.070,101.14,6,真,zhen1,cin,tsyin,0375a,10249.070,101.14
2736,Feuil1,稹,zhen3,denH,denH,0375b,42621.190,101.18 275.25,13,稹,zhen3,denH,denH,0375b,42621.190,101.18 275.25
2737,Feuil1,稹,zhen1,cin,tsyin,0375b,42621.190,101.18 275.25,13,稹,zhen1,cin,tsyin,0375b,42621.190,101.18 275.25
2738,Feuil1,稹,zhen3,cinX,tsyinX,0375b,42621.190,101.18 275.25,13,稹,zhen3,cinX,tsyinX,0375b,42621.190,101.18 275.25
2739,Feuil1,縝,zhen1,cin,tsyin,0375c,53435.030,101.32 104.18 275.05 275.14,27,縝,zhen1,cin,tsyin,0375c,53435.030,101.32 104.18 275.05 275.14
2740,Feuil1,縝,zhen3,cinX,tsyinX,0375c,53435.030,101.32 104.18 275.05 275.14,27,縝,zhen3,cinX,tsyinX,0375c,53435.030,101.32 104.18 275.05 275.14
2741,Feuil1,鬒,zhen3,cinX,tsyinX,0375d,74532.030,275.11,6,鬒,zhen3,cinX,tsyinX,0375d,74532.030,275.11
2742,Feuil1,黰,zhen3,cinX,tsyinX,0375e,74754.060,130.03 275.22,13,黰,zhen3,cinX,tsyinX,0375e,74754.060,130.03 275.22
2743,Feuil1,鎮,zhen1,ṭin,trin,0375f,64238.010,104.01 393.46,13,鎮,zhen1,ṭin,trin,0375f,64238.010,104.01 393.46
2744,Feuil1,鎮,zhen4,ṭinH,trinH,0375f,64238.010,104.01 393.46,13,鎮,zhen4,ṭinH,trinH,0375f,64238.010,104.01 393.46
2745,Feuil1,鎮,zhen4,ṭinX,trinX,0375f,64238.010,104.01 393.46,13,鎮,zhen4,ṭinX,trinX,0375f,64238.010,104.01 393.46
2746,Feuil1,瞋,chen1,chin,tsyhin,0375g,42505.120,104.13,6,瞋,chen1,chin,tsyhin,0375g,42505.120,104.13
2747,Feuil1,磌,zhen1,cin,tsyin,0375h,42446.130,101.19 134.37,13,磌,zhen1,cin,tsyin,0375h,42446.130,101.19 134.37
2748,Feuil1,慎,shen4,jinH,dzyinH,0375i,42336.020,393.15,6,慎,shen4,jinH,dzyinH,0375i,42336.020,393.15
2749,Feuil1,傎,dian1,ten,ten,0375j,10201.010,135.09,6,傎,dian1,ten,ten,0375j,10201.010,135.09
2750,Feuil1,蹎,dian1,ten,ten,0375k,63728.020,135.10,6,蹎,dian1,ten,ten,0375k,63728.020,135.10
2751,Feuil1,瘨,dian1,ten,ten,0375l,42688.040,135.02,6,瘨,dian1,ten,ten,0375l,42688.040,135.02
2752,Feuil1,顛,tian2,den,den,0375m,74385.040,134.47 407.45,13,顛,tian2,den,den,0375m,74385.040,134.47 407.45
2753,Feuil1,顛,dian1,ten,ten,0375m,74385.040,134.47 407.45,13,顛,dian1,ten,ten,0375m,74385.040,134.47 407.45
2754,Feuil1,巔,dian1,ten,ten,0375n,10808.020,135.06,6,巔,dian1,ten,ten,0375n,10808.020,135.06
2755,Feuil1,齻,dian1,ten,ten,0375o,74799.130,134.49,6,齻,dian1,ten,ten,0375o,74799.130,134.49
2756,Feuil1,瑱,tian4,thenH,thenH,0375p,21130.100,393.47 407.44,13,瑱,tian4,thenH,thenH,0375p,21130.100,393.47 407.44
2757,Feuil1,瑱,zhen4,ṭinH,trinH,0375p,21130.100,393.47 407.44,13,瑱,zhen4,ṭinH,trinH,0375p,21130.100,393.47 407.44
2758,Feuil1,嗔,tian2,den,den,0375q,10665.090,104.14 134.39,13,嗔,tian2,den,den,0375q,10665.090,104.14 134.39
2759,Feuil1,闐,tian2,den,den,0375r,74312.040,134.31 407.35,13,闐,tian2,den,den,0375r,74312.040,134.31 407.35
2760,Feuil1,搷,tian2,den,den,0375s,31929.060,134.43,6,搷,tian2,den,den,0375s,31929.060,134.43
2761,Feuil1,窴,tian2,denH,denH,0375t,42737.010,134.30 407.39,13,窴,tian2,denH,denH,0375t,42737.010,134.30 407.39
2762,Feuil1,填,tian2,den,den,0375u,10470.100,104.02 134.29 393.48 407.38,27,填,tian2,den,den,0375u,10470.100,104.02 134.29 393.48 407.38
2763,Feuil1,填,tian2,denX,denX,0375u,10470.100,104.02 134.29 393.48 407.38,27,填,tian2,denX,denX,0375u,10470.100,104.02 134.29 393.48 407.38
2764,Feuil1,嵮,tian2,den,den,0375v,10790.010,,0,嵮,tian2,den,den,0375v,10790.010,
2765,Feuil1,寘,zhi4,cieH,tsyeH,0375x,20945.090,346.07,6,寘,zhi4,cieH,tsyeH,0375x,20945.090,346.07
2766,Feuil1,眘,shan4,jienH,dzyenH,0376a,42479.090,,0,眘,shan4,jienH,dzyenH,0376a,42479.090,
2767,Feuil1,臣,chen2,jin,dzyin,0377a,42801.010,102.18,6,臣,chen2,jin,dzyin,0377a,42801.010,102.18
2768,Feuil1,挋,zhen4,cinH,tsyinH,0377g,31867.050,391.57,6,挋,zhen4,cinH,tsyinH,0377g,31867.050,391.57
2769,Feuil1,晉,jin4,tsinH,tsinH,0378a,21507.030,393.33,6,晉,jin4,tsinH,tsinH,0378a,21507.030,393.33
2770,Feuil1,搢,jin4,tsinH,tsinH,0378f,31929.050,393.35,6,搢,jin4,tsinH,tsinH,0378f,31929.050,393.35
2771,Feuil1,縉,jin4,tsinH,tsinH,0378g,53434.080,393.36,6,縉,jin4,tsinH,tsinH,0378g,53434.080,393.36
2772,Feuil1,戩,jian3,tsinX,tsinX,0378h,21410.040,292.10,6,戩,jian3,tsinX,tsinX,0378h,21410.040,292.10
2773,Feuil1,進,jin4,tsinH,tsinH,0379a,63851.050,393.38,6,進,jin4,tsinH,tsinH,0379a,63851.050,393.38
2774,Feuil1,秦,qin2,dzin,dzin,0380a,42597.050,104.19,6,秦,qin2,dzin,dzin,0380a,42597.050,104.19
2775,Feuil1,螓,qin2,dzin,dzin,0380e,42875.060,104.20,6,螓,qin2,dzin,dzin,0380e,42875.060,104.20
2776,Feuil1,榛,zhen1,tṣin,tsrin,0380f,21259.050,109.02,6,榛,zhen1,tṣin,tsrin,0380f,21259.050,109.02
2777,Feuil1,溱,zhen1,tṣin,tsrin,0380g,31692.030,108.43,6,溱,zhen1,tṣin,tsrin,0380g,31692.030,108.43
2778,Feuil1,臻,zhen1,tṣin,tsrin,0380h,42818.030,108.40,6,臻,zhen1,tṣin,tsrin,0380h,42818.030,108.40
2779,Feuil1,蓁,zhen1,tṣin,tsrin,0380i,53259.100,108.41,6,蓁,zhen1,tṣin,tsrin,0380i,53259.100,108.41
2780,Feuil1,盡,jin4,dzinX,dzinX,0381a,42567.050,276.08 276.11,13,盡,jin4,dzinX,dzinX,0381a,42567.050,276.08 276.11
2781,Feuil1,盡,jin3,tsinX,tsinX,0381a,42567.050,276.08 276.11,13,盡,jin3,tsinX,tsinX,0381a,42567.050,276.08 276.11
2782,Feuil1,燼,jin4,dzinH,dzinH,0381c,32244.010,393.25,6,燼,jin4,dzinH,dzinH,0381c,32244.010,393.25
2783,Feuil1,藎,jin4,dzinH,dzinH,0381d,53316.150,393.27,6,藎,jin4,dzinH,dzinH,0381d,53316.150,393.27
2784,Feuil1,贐,jin4,dzinH,dzinH,0381e,63660.090,,0,贐,jin4,dzinH,dzinH,0381e,63660.090,
2785,Feuil1,賮,jin4,dzinH,dzinH,0381f,63653.120,393.24,6,賮,jin4,dzinH,dzinH,0381f,63653.120,393.24
2786,Feuil1,津,jin1,tsin,tsin,0381g,31616.110,104.08,6,津,jin1,tsin,tsin,0381g,31616.110,104.08
2787,Feuil1,辛,xin1,sin,sin,0382a,64036.010,102.06,6,辛,xin1,sin,sin,0382a,64036.010,102.06
2788,Feuil1,峷,shen1,ṣin,srin,0382g,10776.010,,0,峷,shen1,ṣin,srin,0382g,10776.010,
2789,Feuil1,莘,shen1,ṣin,srin,0382h,53224.010,109.07,6,莘,shen1,ṣin,srin,0382h,53224.010,109.07
2790,Feuil1,𣓀,zhen1,tṣin,tsrin,0382i,21219.040,109.01 280.03,13,𣓀,zhen1,tṣin,tsrin,0382i,21219.040,109.01 280.03
2791,Feuil1,新,xin1,sin,sin,0382k,32026.210,102.05,6,新,xin1,sin,sin,0382k,32026.210,102.05
2792,Feuil1,薪,xin1,sin,sin,0382n,53306.030,102.07,6,薪,xin1,sin,sin,0382n,53306.030,102.07
2793,Feuil1,親,qin1,tshin,tshin,0382o,63671.120,102.26 394.27,13,親,qin1,tshin,tshin,0382o,63671.120,102.26 394.27
2794,Feuil1,寴,qin1,tshin,tshin,0382q,20958.010,102.27 394.28,13,寴,qin1,tshin,tshin,0382q,20958.010,102.27 394.28
2795,Feuil1,櫬,chen4,tṣhinH,tsrhinH,0382s,21317.120,394.11,6,櫬,chen4,tṣhinH,tsrhinH,0382s,21317.120,394.11
2796,Feuil1,卂,xin4,sinH,sinH,0383a,10050.030,376.22 392.10,13,卂,xin4,sinH,sinH,0383a,10050.030,376.22 392.10
2797,Feuil1,迅,xun4,swinH,swinH,0383b,63817.030,392.07 394.46,13,迅,xun4,swinH,swinH,0383b,63817.030,392.07 394.46
2798,Feuil1,訊,xun4,sinH,sinH,0383c,63942.100,392.05,6,訊,xun4,sinH,sinH,0383c,63942.100,392.05
2799,Feuil1,䒖,xin4,sinH,sinH,0383d,53176.060,,0,䒖,xin4,sinH,sinH,0383d,53176.060,
2800,Feuil1,信,xin4,sinH,sinH,0384a,10165.010,392.04,6,信,xin4,sinH,sinH,0384a,10165.010,392.04
2801,Feuil1,申,shen1,śin,syin,0385a,42526.010,102.32,6,申,shen1,śin,syin,0385a,42526.010,102.32
2802,Feuil1,伸,shen1,śin,syin,0385f,10133.020,103.01,6,伸,shen1,śin,syin,0385f,10133.020,103.01
2803,Feuil1,呻,shen1,śin,syin,0385g,10600.030,103.04,6,呻,shen1,śin,syin,0385g,10600.030,103.04
2804,Feuil1,紳,shen1,śin,syin,0385h,53380.030,103.02,6,紳,shen1,śin,syin,0385h,53380.030,103.02
2805,Feuil1,神,shen2,jin,dzyin,0385j,42392.010,102.24,6,神,shen2,jin,dzyin,0385j,42392.010,102.24
2806,Feuil1,𣍃,yin4,yinH,yinH,0385l,42549.110,,0,𣍃,yin4,yinH,yinH,0385l,42549.110,
