character,in_tex,tex_entry_count,tex_entry_ids,tex_gsr_markers,tex_mc_forms,in_mand2mc,mand2mc_row_count,mand2mc_gsr_values,mand2mc_pinyin_values,mand2mc_mc_nwh_values,in_shengfu,shengfu_row_count,shengfu_phonetic_components,shengfu_component_levels,in_bs_gsr,bs_row_count,bs_gsr_values,bs_pinyin_values,bs_mc_values,bs_oc_values
愉,yes,1,10-23,0125a; 0125c; 0125d; 0125f; 0125g; 0125h; 0125i; 0125j; 0125k; 0125l; 0125m; 0125n; 0125o; 0125p; 0125q; 0125r; 0125s; 0125t; 0125u; 0125v,,yes,1,0125f,yu2,yiu,yes,1,俞,1,yes,1,0125f,yú,yu,*lo
愊,no,0,,,,no,0,,,,yes,1,畐,1,no,0,,,,
愋,no,0,,,,no,0,,,,yes,1,爰,1,no,0,,,,
愍,no,0,,,,yes,1,0457z,min3,minX,yes,1,民,1,no,0,,,,
愎,no,0,,,,yes,1,1034k,bi4,bik,yes,1,复,1,no,0,,,,
意,no,0,,,,yes,1,0957a,yi4,qiH,yes,1,𠶷,1,yes,1,0957a,yì,'iH,*ʔək-s {*ʔ(r)ək-s}
愐,no,0,,,,no,0,,,,yes,1,面,1,no,0,,,,
愒,no,0,,,,yes,3,0313s,kai4; qi4,khayH; khieyH; khiet,yes,3,曷,1,yes,1,0313s,qì,khjet,*C.qʰrat
愓,no,0,,,,yes,2,0720e',dang4; shang1,daṅX; śiaṅ,yes,1,昜,1,yes,2,0720e',dàng; shāng,dangX; syang,*lˤaŋʔ; *l̥aŋ
愔,no,0,,,,yes,1,0653c,yin1,qyim,yes,1,音,1,yes,1,0653c,yīn,'jim,*qim {*[q]im}
愕,no,0,,,,yes,1,0788h,e4,ṅak,yes,1,屰,2,yes,1,0788h,è,ngak,*N-qʰˤak
愖,no,0,,,,no,0,,,,yes,2,甚; 戡,1,no,0,,,,
愗,no,0,,,,no,0,,,,yes,1,敄,1,no,0,,,,
愘,no,0,,,,no,0,,,,yes,1,各,2,no,0,,,,
愙,no,0,,,,yes,1,0766p',ke4,khak,no,0,,,no,0,,,,
愚,yes,1,10-11,0124a; 0124c; 0124f; 0124g; 0124h; 0124i; 0124j; 0124k; 0124l; 0124m; 0124n; 0124o; 0124p,ṅiu; ṅiuH; ṅuwX; ṅuw; ṅiəwṅ; ṅuwH,yes,1,0124g,yu2,ṅiu,yes,1,禺,1,no,0,,,,
愛,no,0,,,,yes,1,0508a,ai4,qəyH,yes,1,旡,2,yes,1,0508a,ài,'ojH,*qˤəp-s {*[q]ˤəp-s}
愜,no,0,,,,yes,1,0630n,qie4,khep,yes,1,夾,1,no,0,,,,
愞,no,0,,,,no,0,,,,yes,2,需,2,no,0,,,,
感,no,0,,,,yes,1,0671l,gan3,komX,yes,1,咸,2,yes,1,0671l,gǎn,komX,*kˤəmʔ {*kˤ[ə]mʔ}
愧,no,0,,,,yes,1,0569l,kui4,kwiyH,yes,1,鬼,1,yes,1,0569l,kuì,kwijH,*kruj-s {*[k]ruj()-s}
愨,no,0,,,,yes,1,1226b,que4,khaewk,yes,1,㱿,1,no,0,,,,
愪,no,0,,,,no,0,,,,yes,2,員,1,no,0,,,,
愫,no,0,,,,no,0,,,,yes,1,素,1,no,0,,,,
愬,no,0,,,,yes,1,0769b,su4,suH,yes,1,屰,1,yes,1,0769b,sù,suH,*s-ŋˤak-s
愮,no,0,,,,no,0,,,,yes,1,䍃,1,no,0,,,,
愯,no,0,,,,no,0,,,,yes,1,雙,1,no,0,,,,
愲,no,0,,,,no,0,,,,yes,1,骨,1,no,0,,,,
愴,no,0,,,,yes,1,0703m,chuang4,tṣhiaṅH,yes,2,倉,1,no,0,,,,
愵,no,0,,,,yes,1,1123c,ni4,nek,yes,1,尿,2,no,0,,,,
愷,no,0,,,,yes,1,0548c,kai3,khəyX,yes,1,豈,1,yes,1,0548c,kǎi,khojX,*C.qʰˤəjʔ
愺,no,0,,,,no,0,,,,yes,1,早,1,no,0,,,,
愻,no,0,,,,yes,1,0434f,xun4,swonH,yes,1,孫,1,no,0,,,,
愾,no,0,,,,yes,1,0517d,kai4,xiɨyH,yes,2,气,1,yes,1,0517d,kài,xj+jH,*qʰəp-s
愿,no,0,,,,yes,1,0258d,yuan4,ṅiwənH,yes,1,原,1,no,0,,,,
慁,no,0,,,,yes,1,0425c,hun4,ḫwonH,yes,1,圂,1,no,0,,,,
慂,no,0,,,,no,0,,,,yes,1,用,2,no,0,,,,
慄,no,0,,,,yes,1,0403d,li4,lit,yes,1,栗,1,no,0,,,,
慅,no,0,,,,yes,3,1112e,sao1; sao3; cao3,saw; sawX; tshawX,yes,1,爪,2,no,0,,,,
慆,no,0,,,,yes,1,1078b,tao1,thaw,yes,1,舀,1,no,0,,,,
慇,no,0,,,,yes,1,0448e,yin1,qiɨn,yes,1,殷,1,yes,1,0448e,yīn,'j+n,*ʔən {*ʔə[n]}
慈,no,0,,,,yes,1,0966j,ci2,dzi,yes,1,絲,1,yes,1,0966j,cí,dzi,*dzə
慉,no,0,,,,yes,1,1018e,xu4,hiuwk,yes,1,畜,1,yes,1,1018e,xù,xjuwk,*qʰuk
慊,no,0,,,,yes,2,0627d,qian3; qie4,khemX; khep,yes,1,兼,1,no,0,,,,
態,no,0,,,,yes,1,0885f,tai4,thəyH,yes,1,能,1,yes,1,0885f,tài,thojH,*n̥ˤə-s
慌,no,0,,,,yes,1,0742g',huang3,xwaṅX,yes,1,亡,1,yes,1,0742g',huǎng,xwangX,*m̥ˤaŋʔ
慍,no,0,,,,yes,1,0426e,yun4,qiunH,yes,1,𥁕,1,yes,1,0426e,yùn,'junH,*ʔun-s
慎,no,0,,,,yes,1,0375i,shen4,jinH,yes,1,真,1,yes,1,0375i,shèn,dzyinH,*Cə.lin-s {*Cə.l[i][n]-s}
慒,no,0,,,,no,0,,,,yes,2,㯥,1,no,0,,,,
慓,no,0,,,,no,0,,,,yes,3,票,1,no,0,,,,
慔,no,0,,,,no,0,,,,yes,1,莫,1,no,0,,,,
慕,no,0,,,,yes,1,0802h,mu4,muH,yes,1,莫,1,yes,1,0802h,mù,muH,*mˤak-s {*(C.)mˤak-s}
慘,no,0,,,,yes,1,0647e,can3,tshomX,yes,1,參,1,no,0,,,,
慙,no,0,,,,yes,1,0611c,can2,dzam,no,0,,,yes,1,0611c,cán,dzam,*dzˤam {*[dz]ˤam}
慚,no,0,,,,no,0,,,,yes,1,斬,1,no,0,,,,
慛,no,0,,,,no,0,,,,yes,1,崔,1,no,0,,,,
慜,no,0,,,,no,0,,,,yes,1,母,2,no,0,,,,
慝,yes,1,02-30,0777a; 0777f; 0777g; 0777i; 0777k; 0777l; 0777n; 0777o,ñiak; nak; ṭhiak; ṇik; thək,yes,1,0777o,te4,thək,yes,1,若,2,yes,1,0777o,tè,thok,*n̥ˤək
慞,no,0,,,,no,0,,,,yes,1,章,1,no,0,,,,
慟,no,0,,,,yes,1,1188n,tong4,duwṅH,yes,1,東,3,yes,1,1188n,tòng,duwngH,*dˤoŋʔ-s {*[d]ˤoŋʔ-s}
慠,no,0,,,,no,0,,,,yes,1,敖,1,no,0,,,,
慢,no,0,,,,yes,1,0266h,man4,maenH,yes,1,曼,1,yes,1,0266h,màn,maenH,*mˤran-s {*mˤra[n]-s}
慣,no,0,,,,yes,1,0159d,guan4,kwaenH,yes,1,毌,1,yes,1,0159d,guàn,kwaenH,*kˤron-s {*kˤro[n]-s}
慤,no,0,,,,yes,1,1226c,que4,khaewk,no,0,,,no,0,,,,
慥,no,0,,,,yes,1,1051d,zao4,tshawH,yes,1,告²,1,no,0,,,,
慧,no,0,,,,yes,1,0527d,hui4,hweyH,yes,1,彗,1,yes,1,0527d,huì,hwejH,*ɢʷˤet-s {*[ɢ]ʷˤe[t]-s}
慨,no,0,,,,yes,1,0515n,kai4,khəyH,yes,1,旡,2,yes,1,0515n,kài,khojH,*kʰˤət-s {*[kʰ]ˤə[t]-s}
慫,no,0,,,,no,0,,,,yes,1,从,1,no,0,,,,
慬,no,0,,,,yes,1,0480v,jin4,giɨn,yes,2,堇,1,yes,1,0480v,jìn,gj+n,*gər {*[g]ər}
慮,yes,1,01-18,0069a; 0069e; 0069g; 0069f; 0069u; 0069v; 0069x; 0069d; 0069j; 0069k; 0069l; 0069m; 0069n; 0069o; 0069p; 0069q; 0069r; 0069t,lu; luX; piu; liəH; liə; ṭhiə; liəX,yes,1,0069f,lü4,liəH,yes,1,虍,3,yes,1,0069f,lǜ,ljoH,*ra-s {*[r]a-s}
慯,no,0,,,,no,0,,,,yes,2,昜,1,no,0,,,,
慰,no,0,,,,yes,1,0525d,wei4,qiwɨyH,yes,1,尉,1,no,0,,,,
慱,no,0,,,,yes,1,0231o,tuan2,dwan,yes,1,叀,1,no,0,,,,
慲,no,0,,,,no,0,,,,yes,1,㒼,1,no,0,,,,
慴,no,0,,,,yes,1,0690h,she4,ciep,yes,2,習,1,no,0,,,,
慵,no,0,,,,no,0,,,,yes,1,用,2,no,0,,,,
慶,no,0,,,,yes,1,0753a,qing4,khiaeṅH,yes,1,慶,1,no,0,,,,
慷,no,0,,,,yes,1,0746m,kang3,khaṅX,yes,1,庚,2,no,0,,,,
慸,no,0,,,,no,0,,,,yes,3,帶,1,no,0,,,,
慹,no,0,,,,yes,3,0685h,zhe2; zhi2,nep; ciep; cip,yes,4,執,1,yes,1,0685h,zhí,tsyip,*t-nip (dial. > tsyip)
慺,no,0,,,,no,0,,,,yes,3,婁,1,no,0,,,,
慼,no,0,,,,yes,1,1031x,qo1,tshek,yes,1,戚,1,yes,1,1031x,qī,tshek,*s-tʰˤiwk
慽,no,0,,,,no,0,,,,yes,1,戚,1,no,0,,,,
慾,no,0,,,,yes,1,1202e,yu4,yiəwk,yes,1,谷,1,no,0,,,,
憀,no,0,,,,no,0,,,,yes,2,翏,1,no,0,,,,
憂,no,0,,,,yes,1,1071a,you1,qiuw,yes,1,憂,1,no,0,,,,
憃,no,0,,,,yes,3,1192d,chong1,śiəwṅ; ṭhaewṅ; ṭhiəwṅH,yes,4,舂,1,yes,2,1192d,chōng,syowng; trhaewng,*s.toŋ; *qʰˤ<r>oŋ {*[q]ʰˤ<r>oŋ}
憉,no,0,,,,no,0,,,,yes,1,彭,1,no,0,,,,
憊,no,0,,,,yes,1,0984h,bei4,beayH,yes,3,𤰇,1,no,0,,,,
憋,no,0,,,,yes,1,0341l,bie1,phyiet,yes,2,㡀,1,no,0,,,,
憌,no,0,,,,no,0,,,,yes,1,勻,1,no,0,,,,
憍,no,0,,,,yes,1,1138i,jiao1,kiew,yes,1,喬,1,no,0,,,,
憎,no,0,,,,yes,1,0884d,zeng1,tsəṅ,yes,1,曾,1,yes,1,0884d,zēng,tsong,*tsˤəŋ {*[ts]ˤəŋ}
憐,no,0,,,,yes,1,0387l,lian2,len,yes,1,粦,1,yes,1,0387l,lián,len,*k.rˤiŋ
憑,no,0,,,,yes,1,0899e,ping2,biṅ,yes,1,冰,1,yes,1,0899e,píng,bing,*brəŋ {*[b]rəŋ}
憒,no,0,,,,yes,1,0540c,kui4,kwəyH,yes,1,貴,1,no,0,,,,
憓,no,0,,,,no,0,,,,yes,1,惠,1,no,0,,,,
憔,no,0,,,,yes,1,1148h,qiao2,dziew,yes,1,焦,1,no,0,,,,
憕,no,0,,,,no,0,,,,yes,2,登,1,no,0,,,,
憖,no,0,,,,yes,1,1251b,yin4,ṅinH,yes,1,猌,1,no,0,,,,
憗,no,0,,,,yes,1,1251c,yin4,ṅinH,no,0,,,no,0,,,,
憘,no,0,,,,yes,1,0955d,xi3,xiX,no,0,,,no,0,,,,
憙,no,0,,,,no,0,,,,yes,2,喜,1,no,0,,,,
憚,no,0,,,,yes,1,0147o,dan4,danH,yes,1,單,1,no,0,,,,
憛,no,0,,,,no,0,,,,yes,1,覃,1,no,0,,,,
憝,no,0,,,,yes,1,0464u,dui4,dwəyH,yes,1,𦎫,1,no,0,,,,
憞,no,0,,,,no,0,,,,yes,1,𦎫,1,no,0,,,,
憡,no,0,,,,no,0,,,,yes,1,朿,1,no,0,,,,
憢,no,0,,,,no,0,,,,yes,1,堯,1,no,0,,,,
憤,no,0,,,,yes,1,0437n,fen4,biunX,yes,1,賁,1,yes,1,0437n,fèn,bjunX,*burʔ {*[b]urʔ}
憧,no,0,,,,yes,2,1188b',chong1,ḍaewṅH; chiəwṅ,yes,2,東,2,no,0,,,,
憩,no,0,,,,yes,1,0329a,qi4,khieyH,yes,1,憩,1,no,0,,,,
憪,no,0,,,,no,0,,,,yes,2,閒,1,no,0,,,,
憫,no,0,,,,yes,1,0475s,min3,minX,yes,1,文,1,yes,1,0475s,mǐn,minX,*mrənʔ {*mrə[n]ʔ}
憬,no,0,,,,yes,1,0755h,jing3,kiwaeṅX,yes,1,京,1,no,0,,,,
憭,no,0,,,,yes,1,1151m,liao2,lew,yes,3,尞,1,no,0,,,,
憮,yes,1,01-69,0103a; 0103i; 0103j; 0103k; 0103l; 0103m; 0103n; 0103o; 0103p; 0103q; 0103g; 0103h,miu; miuX; hu; hiuX; phiuX; hiəX,yes,2,0103j,wu3,miuX; hu,yes,2,無,1,no,0,,,,
憯,no,0,,,,yes,1,0660e,can3,tshomX,yes,2,兓,1,no,0,,,,
憰,no,0,,,,yes,1,0507m,jue2,kwet,yes,1,矞,1,no,0,,,,
憲,no,0,,,,yes,1,0250a,xian4,hiənH,yes,1,害,2,no,0,,,,
憴,no,0,,,,no,0,,,,yes,1,蠅,1,no,0,,,,
憵,no,0,,,,no,0,,,,yes,1,辟,1,no,0,,,,
憶,no,0,,,,yes,1,0957f,yi4,qik,yes,1,𠶷,1,yes,1,0957f,yì,'ik,*ʔək {*ʔ(r)ək}
憸,no,0,,,,yes,3,0613b,xian1,siem; tshiem; tshiemX,yes,4,僉,1,no,0,,,,
憹,no,0,,,,no,0,,,,yes,1,農,1,no,0,,,,
憺,no,0,,,,yes,2,0619m,dan4,damH; damX,yes,2,詹,1,yes,1,0619m,dàn,damX,*lˤamʔ {*[l]ˤamʔ}
憼,no,0,,,,yes,3,0813i,jing4; jing3,giaeṅX; kiaeṅX; kyieṅX,yes,2,敬,1,no,0,,,,
憾,no,0,,,,yes,1,0671p,han4,homH,yes,1,咸,2,yes,1,0671p,hàn,homH,*N-kˤəmʔ-s {*N-kˤ[ə]mʔ-s}
憿,no,0,,,,no,0,,,,yes,1,敫,1,no,0,,,,
懁,no,0,,,,yes,3,0256x,huan2; xuan1; xuan4?,ḫwaen; hiwien; hwenH,yes,1,睘,1,no,0,,,,
懃,no,0,,,,yes,1,0480y,qin2,giɨn,yes,1,堇,1,yes,1,0480y,qín,gj+n,*gər {*[g]ər}
懆,no,0,,,,yes,1,1134l,cao3,tshawX,yes,1,喿,1,no,0,,,,
懇,no,0,,,,no,0,,,,yes,1,艮,1,no,0,,,,
懈,no,0,,,,yes,1,0861b,xie4,keaH,yes,1,解,1,no,0,,,,
應,no,0,,,,yes,2,0890d,ying1; ying4,qiṅ; qiṅH,yes,2,䧹,1,no,0,,,,
懊,no,0,,,,no,0,,,,yes,3,奧,1,no,0,,,,
懋,no,0,,,,yes,1,1109f,mao4,muwH,yes,1,矛,1,no,0,,,,
懌,no,0,,,,yes,1,0790c,yi4,yiek,yes,1,睪,1,no,0,,,,
懍,no,0,,,,yes,1,0668d,lin3,limX,yes,1,㐭,1,no,0,,,,
懔,no,0,,,,no,0,,,,yes,3,㐭,1,no,0,,,,
懕,no,0,,,,no,0,,,,yes,1,厭,1,no,0,,,,
懖,no,0,,,,yes,1,0302p,gua1,kwat,yes,1,𠯑,1,no,0,,,,
懘,no,0,,,,yes,1,0315f,chi4,chieyH,yes,2,帶,1,no,0,,,,
懙,no,0,,,,no,0,,,,yes,1,舁,1,no,0,,,,
懜,no,0,,,,no,0,,,,yes,3,瞢,1,no,0,,,,
懝,no,0,,,,no,0,,,,yes,2,疑,1,no,0,,,,
懞,no,0,,,,no,0,,,,yes,2,冡,1,no,0,,,,
懟,no,0,,,,yes,1,0511i,dui4,ḍwiyH,yes,1,對,1,yes,1,0511i,duì,drwijH,*drup-s {*[d]ru[p]-s}
懠,no,0,,,,yes,2,0593j,qi2,dzey; dzeyH,yes,2,齊,1,no,0,,,,
懣,no,0,,,,yes,3,0183g,men4,manX; mwənH; mwənX,yes,3,㒼,1,no,0,,,,
懤,no,0,,,,no,0,,,,yes,3,𠃬,1,no,0,,,,
懥,no,0,,,,yes,2,0415d,zhi4,ṭhiyH; ciyH,yes,2,疐,1,no,0,,,,
懦,no,0,,,,yes,2,0134e,nuo4,nwaH; ñiu,yes,1,需,1,no,0,,,,
懪,no,0,,,,no,0,,,,yes,1,暴,1,no,0,,,,
懫,no,0,,,,yes,2,0493d,chi4; zhi4,ṭhiyH; ciyH,yes,2,質,1,no,0,,,,
懬,no,0,,,,yes,3,0707r,kuang4,khaṅX; khwaṅH; khwaṅX,yes,2,黃,2,no,0,,,,
懭,no,0,,,,no,0,,,,yes,3,黃,2,no,0,,,,
懮,no,0,,,,yes,1,1071e,you3,qiuwX,yes,1,憂,1,no,0,,,,
懯,no,0,,,,no,0,,,,yes,1,甫,3,no,0,,,,
懰,no,0,,,,yes,1,1114b',liu2,liuwX,yes,2,卯,2,no,0,,,,
懱,no,0,,,,yes,1,0311g,mie4,met,yes,1,蔑,1,no,0,,,,
懲,no,0,,,,yes,1,0891b,cheng2,ḍiṅ,yes,1,徵,1,yes,1,0891b,chéng,dring,*m-trəŋ
懵,no,0,,,,no,0,,,,yes,2,瞢,1,no,0,,,,
懶,no,0,,,,yes,1,,lan3,lanX,yes,1,剌,1,yes,1,272,lǎn,lanX,*N-kə.rˤanʔ
懷,no,0,,,,yes,1,0600c,huai2,hweay,yes,1,褱,1,yes,1,0600c,huái,hweaj,*gˤruj {*[g]ˤruj}
懸,no,0,,,,yes,1,0248b,xuan2,ḫwen,no,0,,,yes,1,0248b,xuán,hwen,*Cə-N-kʷˤen {*Cə-N-kʷˤe[n]}
懹,no,0,,,,no,0,,,,yes,1,𤕦,1,no,0,,,,
懺,no,0,,,,no,0,,,,yes,1,㦰,1,no,0,,,,
懻,no,0,,,,no,0,,,,yes,1,冀,1,no,0,,,,
懼,yes,1,02-07,0096a; 0096c; 0096d; 0096e; 0096g; 0096h; 0096i,kiuH; giu; giuH,yes,1,0096i,ju4,giu,yes,1,䀠,1,yes,1,0096i,jù,gjuH,*gʷa-s {*[g]ʷ(r)a-s}
懽,no,0,,,,yes,1,0158k,huan1,hwan,yes,1,雈,2,no,0,,,,
懾,no,0,,,,yes,1,0638d,zhe2,ciep,yes,1,聶,1,no,0,,,,
懿,no,0,,,,yes,1,0395d,yi4,qiyH,yes,1,壹,1,no,0,,,,
戀,no,0,,,,yes,1,0178m,lian4,liwenH,yes,1,䜌,1,yes,1,0178m,liàn,ljwenH,*ron-s
戁,no,0,,,,yes,1,0152h,nan3,ṇaenX,yes,2,𦰩,1,no,0,,,,
戃,no,0,,,,no,0,,,,yes,1,尚,2,no,0,,,,
戄,no,0,,,,yes,1,0778e,jue2,hiwak,yes,2,䀠,2,no,0,,,,
戇,no,0,,,,yes,1,1015e,zhuang4,xuwṅH,yes,2,𥪴,1,no,0,,,,
戈,yes,1,19-01,0007a; 0007e; 0007f,kwa; ḫwae; ḫwaeX,yes,1,0007a,ge1,kwa,yes,1,戈,1,yes,1,0007a,gē,kwa,*kʷˤaj
戉,no,0,,,,yes,1,0303a,yue4,hiwət,no,0,,,yes,1,0303a,yuè,hjwot,*ɢʷat {*[ɢ]ʷat}
戊,no,0,,,,yes,1,1231a,wu4,muwH,yes,1,戊,1,yes,1,1231a,wù,muwH,*muʔ-s {*m(r)uʔ-s} ~ *m(r)uʔ
戌,no,0,,,,yes,1,1257h,xu1,swit,yes,1,戌,1,yes,1,1257h,xū,swit,*s.mit {*s.mi[t]}
戍,no,0,,,,yes,1,1243c,shu4,śiuH,yes,1,戍,1,yes,1,1243c,shù,syuH,*n̥o-s {*[n̥]o-s}
戎,no,0,,,,yes,1,1013a,rong2,ñiuwṅ,yes,1,戎,1,yes,1,1013a,róng,nyuwng,*nuŋ
成,no,0,,,,yes,1,0818a,cheng2,jieṅ,yes,1,丁,2,yes,2,0818a,chéng,dzyeng,*m-deŋ {*m-[d]eŋ}; *deŋ {*[d]eŋ}
我,yes,1,18-05,0002a; 0002h; 0002i; 0002k; 0002l; 0002m; 0002n; 0002o; 0002p; 0002q; 0002r; 0002u; 0002v; 0002x; 0002y; 0002z,ṅaX; ṅa; ṅa;; ṅaH; ṅieX; ṅieH; ṅie; hie,yes,1,0002a,wo3,ṅaX,yes,1,我,1,yes,1,0002a,wǒ,ngaX,*ŋˤajʔ
戒,no,0,,,,yes,1,0990a,jie4,keayH,yes,1,戒,1,yes,1,0990a,jiè,keajH,*kˤrək-s ~ kˤrək
戔,no,0,,,,yes,2,0155a,jian1,dzan; dzen,yes,1,戔,1,yes,1,0155a,jiān,dzan,*dzˤan {*[dz]ˤa[n]}
戕,no,0,,,,yes,1,0727g,qiang2,dziaṅ,yes,2,爿,1,no,0,,,,
或,no,0,,,,yes,2,0929a,yu4; huo4,ḫwik; ḫwək,yes,1,或,1,yes,2,0929a,yù; huò,hwik; hwok,*ɢʷrək {*[ɢ]ʷrək}; *ɢʷˤək {*[ɢ]ʷˤək}
戚,no,0,,,,yes,1,1031f,qi1,tshek,yes,1,戚,1,yes,4,1031f,qī,tshek,*s.tʰˤiwk
戛,no,0,,,,yes,1,0504a,jia2,keat,yes,1,頁,1,yes,1,0504a,jiá,keat,*kˤrik {*kˤri[k]}
戜,no,0,,,,no,0,,,,yes,1,呈,2,no,0,,,,
戟,no,0,,,,yes,1,0785b,ji3,kiaek,yes,1,戟,1,yes,1,0785b,jǐ,kjaek,*krak {*[k]rak}
戠,no,0,,,,yes,1,0920a,shi4,cik,yes,1,戠,1,yes,1,0920a,shì,tsyik,*tək
戡,no,0,,,,yes,1,0658q,kan1,khom,yes,2,戡; 甚,1,no,0,,,,
戢,no,0,,,,yes,1,0688e,ji2,tṣip,yes,1,咠,1,no,0,,,,
戣,no,0,,,,yes,1,0605f,kui2,gwiy,yes,1,癸,1,no,0,,,,
戩,no,0,,,,yes,1,0378h,jian3,tsinX,yes,1,晉,1,no,0,,,,
截,no,0,,,,yes,1,0310b,jie2,dzet,yes,1,截,1,no,0,,,,
戫,no,0,,,,no,0,,,,yes,1,又,1,no,0,,,,
戭,no,0,,,,no,0,,,,yes,2,寅,1,no,0,,,,
戮,no,0,,,,yes,1,1069v,lu4,liuwk,yes,1,翏,1,yes,1,1069v,lù,ljuwk,*riwk {*[r]iwk}
戰,no,0,,,,yes,1,0147r,zhan4,cienH,yes,1,單,1,yes,1,0147r,zhàn,tsyenH,*tar-s
戲,yes,1,18-07,0022a; 0022b,hie; hieH,yes,1,0022b,xi4,hieH,yes,3,虍,2,yes,1,0022b,xì,xjeH,*ŋ̊ar-s {*ŋ̊(r)ar-s}
戴,no,0,,,,yes,1,0943e',dai4,təyH,yes,1,戠,1,yes,1,0943e',dài,tojH,*Cə.tˤək-s
戶,yes,1,01-06,0053a; 0053c; 0053e; 0053d; 0053g,ḫuX; kuH,yes,1,0053a,hu4,ḫuX,yes,1,戶,1,yes,2,0053a,hù,huX,*m-qˤaʔ
戹,no,0,,,,yes,1,0844a,e4,qeak,no,0,,,no,0,,,,
戺,no,0,,,,yes,1,0967k,shi4,dẓiX,yes,1,巳,1,no,0,,,,
戻,no,0,,,,no,0,,,,yes,1,大,1,no,0,,,,
戾,no,0,,,,yes,2,0532a,li4; lie4,leyH; let,yes,2,戾,1,yes,1,0532a,lì,lejH,*rˤet-s {*[r]ˤe[t]-s}
房,no,0,,,,yes,1,0740y,fang2,biaṅ,yes,2,方,1,yes,1,0740y,fáng,bjang,*Cə-N-paŋ
所,yes,1,01-63,0091a,ṣiəX; hiəX,yes,2,0091a,suo3,ṣiəX; hiəX,yes,1,所,1,yes,1,0091a,suǒ,srjoX,*s-qʰraʔ
扁,no,0,,,,yes,1,0246a,bian3,penX,yes,4,扁,1,yes,1,0246a,biǎn,penX,*pˤenʔ {*pˤe[n]ʔ}
扃,no,0,,,,yes,2,0842d,jiong1; jiong3,kweṅ; kweṅX,yes,1,冋,1,yes,1,0842d,jiōng,kweng,*kʷˤeŋ
扅,no,0,,,,no,0,,,,yes,1,多,1,no,0,,,,
扆,no,0,,,,yes,1,0550g,yi3,qiɨyX,yes,1,衣,1,no,0,,,,
扇,no,0,,,,yes,1,0212a,shan4,śienH,yes,2,扇,1,yes,1,0212a,shàn,syenH,*l̥an-s {*[l̥][a][n]-s}
扈,yes,1,01-06,0053a; 0053c; 0053e; 0053d; 0053g,ḫuX; kuH,yes,1,0053c,hu4,ḫuX,yes,1,戶,1,yes,1,0053c,hù,huX,*m-qˤaʔ
扉,no,0,,,,yes,1,0579d,fei1,piɨy,yes,1,非,1,yes,1,0579d,fēi,pj+j,*pəj {*pə[j]}
扊,no,0,,,,no,0,,,,yes,1,炎,1,no,0,,,,
手,no,0,,,,yes,1,1101a,shou3,śiuwX,yes,1,手,1,yes,1,1101a,shǒu,syuwX,*n̥uʔ
才,no,0,,,,yes,1,0943a,cai2,dzəy,yes,1,才,1,yes,1,0943a,cái,dzoj,*dzˤə {*(Cə.)[dz]ˤə}
扎,no,0,,,,no,0,,,,yes,1,乙,1,no,0,,,,
扐,no,0,,,,yes,1,0928d,le4,lək,yes,1,力,1,no,0,,,,
扑,no,0,,,,yes,1,1210e,pu1,phuwk,yes,1,卜,1,no,0,,,,
打,no,0,,,,no,0,,,,yes,2,丁,1,no,0,,,,
扔,no,0,,,,yes,1,0945f,reng1,ñiṅ,yes,2,乃,1,no,0,,,,
扙,no,0,,,,no,0,,,,yes,1,丈,1,no,0,,,,
扚,no,0,,,,no,0,,,,yes,2,勺,1,no,0,,,,
扛,no,0,,,,no,0,,,,yes,1,工,1,no,0,,,,
扜,no,0,,,,no,0,,,,yes,2,于,1,no,0,,,,
扞,no,0,,,,yes,1,0139q,han4,hanH,yes,1,干,1,yes,1,0139q,hàn,hanH,*m-kˤar-s {*m-kˤa[r]-s}
扟,no,0,,,,no,0,,,,yes,1,卂,1,no,0,,,,
扠,no,0,,,,no,0,,,,yes,1,叉,1,no,0,,,,
扡,yes,1,18-09,0004a; 0004f; 0004h; 0004i; 0004j; 0004k; 0004l; 0004m; 0004n; 0004g; 0004q; 0004r; 0004s; 0004t; 0004v; 0004x; 0004y; 0004z; 0004b; 0004c; 0004e; 0004d,tha; da; thaH; yie; jiae; śiae; yaeX; thwa; ḍie; ḍieX; śie; śieX; diyH; deyH; daX; yieX; yieH,yes,1,0004d',tuo1,tha,yes,1,它,1,no,0,,,,
扢,no,0,,,,yes,1,0517i,qi4,xiɨt,yes,3,气,2,no,0,,,,
扣,yes,1,10-03,0110a; 0110d; 0110e; 0110f,khuwX; khuwH,yes,2,0110e,kou4; kou3,khuwH; khuwX,yes,2,口,1,no,0,,,,
扤,no,0,,,,yes,1,0487b,wu4,ṅwət,yes,2,元,2,no,0,,,,
扦,no,0,,,,no,0,,,,yes,1,人,2,no,0,,,,
扮,no,0,,,,yes,2,0471l,ban4,biun; biunX,yes,4,分,1,no,0,,,,
扱,no,0,,,,yes,1,1254b,cha1,tṣheap,yes,1,及,1,no,0,,,,
扲,no,0,,,,no,0,,,,yes,1,今,1,no,0,,,,
扳,no,0,,,,yes,1,0262m,pan1,paen,yes,1,反,1,yes,1,0262m,pān,paen,*pˤran
扴,no,0,,,,no,0,,,,yes,1,介,1,no,0,,,,
扶,yes,1,01-66,0101a; 0101e; 0101f; 0101g; 0101h,biu; piu; piuX; phu,yes,3,0101f,fu2,biu; phu; piu,yes,2,夫,1,yes,1,0101f,fú,bju,*m-pa {*m-p(r)a}
